symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
VMC,2017-08-16,115.084400,116.541700,False,114.410300,116.135300,reg,876435
VMC,2017-08-17,113.121600,115.005100,False,113.062100,114.410300,reg,766306
VMC,2017-08-18,112.982800,113.557800,False,111.148800,112.933200,reg,922633
VMC,2017-08-21,111.840300,113.251000,False,111.045400,113.251000,reg,1021622
VMC,2017-08-22,114.413500,114.661800,False,112.116400,112.217800,reg,1227801
VMC,2017-08-23,113.886900,114.125300,False,112.575500,113.320600,reg,1265450
VMC,2017-08-24,113.598800,114.642000,False,113.022500,114.373700,reg,1029877
VMC,2017-08-25,112.396600,113.946500,False,111.128000,113.946500,reg,1383047
VMC,2017-08-28,115.188400,115.198300,False,111.368300,112.724500,reg,1655066
VMC,2017-08-29,115.744800,116.370700,False,114.115400,114.691600,reg,1777764
VMC,2017-08-30,121.070000,121.318400,False,115.844100,115.844100,reg,2265021
VMC,2017-08-31,120.473900,122.520600,False,118.953800,122.023800,reg,2081141
VMC,2017-09-01,120.414300,121.129600,False,118.457100,121.129600,reg,1253758
VMC,2017-09-05,117.374100,120.126200,False,116.897300,119.420800,reg,1503591
VMC,2017-09-06,118.278200,118.924000,False,116.410400,117.374100,reg,1489502
VMC,2017-09-07,118.953800,119.371100,False,117.572800,118.765100,reg,1154739
VMC,2017-09-08,120.732200,120.811700,False,118.211600,119.102900,reg,1071865
VMC,2017-09-11,116.241500,120.599800,False,116.132200,120.215600,reg,1459623
VMC,2017-09-12,117.235100,117.771500,False,116.360800,116.768100,reg,927180
VMC,2017-09-13,116.261400,116.862500,False,114.274400,116.788000,reg,1063838
VMC,2017-09-14,113.797500,115.754700,False,113.549100,115.585800,reg,1368042
VMC,2017-09-15,112.476100,113.867000,False,112.098600,113.370300,reg,1933249
VMC,2017-09-18,114.840700,116.112400,False,113.062300,113.062300,reg,1613627
VMC,2017-09-19,114.433300,115.203300,False,113.151700,114.920200,reg,1122312
VMC,2017-09-20,117.433800,117.443700,False,114.592300,114.969800,reg,1488283
VMC,2017-09-21,116.241500,118.039800,False,115.645400,117.761600,reg,905256
VMC,2017-09-22,115.913700,116.599200,False,115.397000,116.241500,reg,609069
VMC,2017-09-25,114.979800,116.172000,False,114.075700,115.764600,reg,947748
VMC,2017-09-26,115.138700,115.729900,False,113.857100,115.128800,reg,626055
VMC,2017-09-27,118.059700,119.321400,False,115.307600,115.556000,reg,1027642
VMC,2017-09-28,118.347800,119.579800,False,118.129200,118.188800,reg,1114895
VMC,2017-09-29,118.824700,119.232000,False,117.562900,118.417300,reg,955734
VMC,2017-10-02,118.159000,119.549900,False,117.394000,118.804800,reg,1042194
VMC,2017-10-03,118.934000,119.122700,False,117.115800,118.596200,reg,996518
VMC,2017-10-04,117.821200,118.894200,False,117.036300,118.894200,reg,570721
VMC,2017-10-05,120.096400,120.146100,False,117.324500,117.791400,reg,1111713
VMC,2017-10-06,119.470500,120.096400,False,118.477000,119.122700,reg,1220599
VMC,2017-10-09,119.410900,120.394400,False,118.655800,119.569800,reg,732715
VMC,2017-10-10,118.238500,119.708900,False,117.324500,119.708900,reg,886018
VMC,2017-10-11,116.519700,118.576300,False,116.082600,117.056200,reg,1003438
VMC,2017-10-12,117.026400,117.612600,False,115.824300,116.003100,reg,1011186
VMC,2017-10-13,115.526200,117.900700,False,115.327500,117.900700,reg,939461
VMC,2017-10-16,116.569400,116.688600,False,114.264400,115.883900,reg,785708
VMC,2017-10-17,116.251500,117.056200,False,115.873900,116.132200,reg,613353
VMC,2017-10-18,116.181900,116.837600,False,116.132200,116.758200,reg,567026
VMC,2017-10-19,119.261800,119.549900,False,115.397000,115.565900,reg,1419235
VMC,2017-10-20,120.821600,121.745600,False,119.301600,119.798300,reg,1107413
VMC,2017-10-23,120.295100,121.206700,False,119.405900,120.811700,reg,954826
VMC,2017-10-24,122.957700,123.047100,False,120.384500,120.384500,reg,1045883
VMC,2017-10-25,121.537000,122.699400,False,120.553400,122.451000,reg,1439277
VMC,2017-10-26,122.212600,123.136500,False,120.127200,122.202600,reg,1339701
VMC,2017-10-27,121.656200,122.292100,False,120.523600,121.755600,reg,887086
VMC,2017-10-30,121.179300,122.366600,False,120.493800,121.397900,reg,1348459
