symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
TJX,2017-08-16,70.371500,70.489500,False,69.034700,69.555700,reg,5723230
TJX,2017-08-17,69.054300,69.909500,False,68.985500,69.870200,reg,5250102
TJX,2017-08-18,69.270600,70.007800,False,68.808600,69.103500,reg,6655057
TJX,2017-08-21,70.243700,70.445200,False,68.956000,69.290200,reg,5219657
TJX,2017-08-22,70.381400,70.725400,False,69.919400,70.371500,reg,4428805
TJX,2017-08-23,70.371500,70.607400,False,69.870200,70.263400,reg,4399248
TJX,2017-08-24,69.683400,71.964000,False,69.461600,71.325000,reg,6690477
TJX,2017-08-25,70.450200,70.902300,False,69.801400,70.086500,reg,2965942
TJX,2017-08-28,70.578000,70.971100,False,70.391200,70.774500,reg,4734263
TJX,2017-08-29,70.273200,70.391200,False,69.634300,70.125800,reg,3228820
TJX,2017-08-30,70.823700,71.049800,False,70.007800,70.194600,reg,3216456
TJX,2017-08-31,71.069400,71.207100,False,70.602500,70.607400,reg,4532690
TJX,2017-09-01,71.148100,71.580600,False,70.931800,71.207100,reg,2824732
TJX,2017-09-05,71.108800,71.329900,False,70.499300,70.941700,reg,3274732
TJX,2017-09-06,71.787000,71.855800,False,71.108800,71.157900,reg,3023036
TJX,2017-09-07,71.678900,72.396500,False,71.315200,72.249000,reg,2707254
TJX,2017-09-08,71.157900,71.747700,False,70.504200,71.728000,reg,2681404
TJX,2017-09-11,71.600200,71.757500,False,70.774500,71.157900,reg,3196266
TJX,2017-09-12,72.288300,73.035400,False,71.757500,71.762400,reg,2856910
TJX,2017-09-13,72.239200,72.956800,False,72.150700,72.416100,reg,3803019
TJX,2017-09-14,71.964000,72.308000,False,71.619900,72.258800,reg,3486277
TJX,2017-09-15,72.484900,72.534100,False,71.325000,71.944300,reg,4022786
TJX,2017-09-18,72.170400,72.642200,False,71.885300,72.622500,reg,1944944
TJX,2017-09-19,71.590400,72.406300,False,71.570800,72.337500,reg,2833395
TJX,2017-09-20,71.187400,71.571700,False,70.720500,71.560900,reg,4880647
TJX,2017-09-21,71.580600,71.924600,False,71.197200,71.305400,reg,3734015
TJX,2017-09-22,71.216900,71.649400,False,70.922000,71.413500,reg,4258747
TJX,2017-09-25,72.573400,72.730700,False,71.069400,71.285700,reg,5070011
TJX,2017-09-26,72.524300,73.114000,False,72.268700,72.740500,reg,2931827
TJX,2017-09-27,72.897800,73.114100,False,72.121200,72.593100,reg,2337032
TJX,2017-09-28,72.691400,72.966600,False,72.268700,72.789700,reg,2458607
TJX,2017-09-29,72.475100,73.104200,False,72.367000,72.829000,reg,2986470
TJX,2017-10-02,72.150700,72.514400,False,71.500800,72.435800,reg,2948075
TJX,2017-10-03,72.563600,72.711000,False,72.032800,72.258800,reg,1985650
TJX,2017-10-04,72.396500,72.612700,False,71.855800,72.386600,reg,2806887
TJX,2017-10-05,72.553700,72.632400,False,71.955100,72.180200,reg,3886883
TJX,2017-10-06,72.347300,72.696300,False,71.855800,72.249000,reg,2063682
TJX,2017-10-09,71.787000,72.602900,False,71.570800,72.386600,reg,1820069
TJX,2017-10-10,71.020300,71.993400,False,70.922000,71.855800,reg,2910963
TJX,2017-10-11,71.315200,71.688700,False,70.981000,71.472500,reg,2954960
TJX,2017-10-12,70.558300,71.197200,False,69.919400,71.197200,reg,3478936
TJX,2017-10-13,70.843400,71.226700,False,70.332200,70.568100,reg,2649518
TJX,2017-10-16,69.958700,70.597600,False,69.595000,70.548500,reg,3091473
TJX,2017-10-17,70.578000,70.666400,False,69.850500,69.909500,reg,2605093
TJX,2017-10-18,70.086500,70.764700,False,69.948800,70.479700,reg,3437024
TJX,2017-10-19,70.194600,70.479700,False,69.860400,70.086500,reg,3452294
TJX,2017-10-20,70.863000,71.098900,False,70.381400,70.548500,reg,3350913
TJX,2017-10-23,70.971100,71.600200,False,70.607400,70.784400,reg,2807540
TJX,2017-10-24,70.519000,71.364300,False,70.430500,71.049800,reg,2664295
TJX,2017-10-25,70.224100,70.725400,False,69.860400,70.519000,reg,3149868
TJX,2017-10-26,70.253600,70.715600,False,69.742400,70.243700,reg,3279342
TJX,2017-10-27,69.339400,70.125800,False,69.034700,70.116000,reg,4497849
TJX,2017-10-30,68.169700,69.024800,False,67.727300,69.005200,reg,4515688
TJX,2017-10-31,68.612000,69.948800,False,68.326900,69.398400,reg,3781765
TJX,2017-11-01,68.533400,69.201800,False,68.199100,69.083800,reg,2917793
TJX,2017-11-02,69.015000,69.349200,False,68.435100,68.808600,reg,2941696
TJX,2017-11-03,67.432400,68.788900,False,67.353800,68.788900,reg,4300340
TJX,2017-11-06,67.068700,68.012400,False,66.990100,67.471700,reg,4804231
TJX,2017-11-07,67.137500,67.560200,False,66.832800,67.127700,reg,4983010
TJX,2017-11-08,67.130100,67.614000,False,66.626500,66.952400,reg,4770869
TJX,2017-11-09,68.384200,69.016200,False,66.893100,67.100500,reg,5173105
TJX,2017-11-10,69.342100,69.361900,False,68.275600,68.512600,reg,6081719
TJX,2017-11-13,69.875400,71.158100,False,69.213700,69.361900,reg,9006584
TJX,2017-11-14,67.090600,68.720000,False,65.609400,66.754900,reg,17087137
TJX,2017-11-15,68.176900,68.690400,False,66.162400,66.666000,reg,10176386
TJX,2017-11-16,68.196600,68.650900,False,67.890500,68.246000,reg,4851768
TJX,2017-11-17,70.132100,70.467900,False,68.483000,68.483000,reg,7859749
TJX,2017-11-20,70.300000,70.635700,False,69.697600,70.201200,reg,6129715
TJX,2017-11-21,70.339500,70.388900,False,69.223700,70.092600,reg,4421691
TJX,2017-11-22,69.687700,70.458000,False,69.554400,70.240700,reg,3767873
TJX,2017-11-24,69.984000,70.556700,False,69.865500,70.270400,reg,1603376
TJX,2017-11-27,70.072900,70.507400,False,69.613700,70.063000,reg,4461099
TJX,2017-11-28,71.741700,71.840500,False,69.984000,70.171600,reg,4642648
TJX,2017-11-29,73.845100,74.793100,False,71.722000,71.840500,reg,7492094
TJX,2017-11-30,74.605500,75.267100,False,73.252600,73.381000,reg,6280145
TJX,2017-12-01,74.408000,75.237500,False,73.529100,74.358600,reg,5217800
TJX,2017-12-04,76.037300,76.965600,False,74.714100,74.803000,reg,5358589
TJX,2017-12-05,74.654800,75.444800,False,74.615400,75.128800,reg,6820461
TJX,2017-12-06,74.111700,75.178200,False,74.111700,74.536400,reg,3182856
TJX,2017-12-07,72.916900,74.417900,False,72.828000,74.417900,reg,5278951
TJX,2017-12-08,72.956400,73.163700,False,72.215700,73.084700,reg,4770407
TJX,2017-12-11,72.383600,72.828000,False,72.008400,72.818100,reg,6002326
TJX,2017-12-12,72.699600,72.857600,False,72.136700,72.699600,reg,5204354
TJX,2017-12-13,72.976100,73.341500,False,72.581100,72.995900,reg,4208265
TJX,2017-12-14,72.502100,73.489600,False,72.442900,73.450100,reg,4074137
TJX,2017-12-15,73.242700,74.003100,False,72.630500,72.966200,reg,6967774
TJX,2017-12-18,74.526500,74.689400,False,73.519200,73.598200,reg,3621417
TJX,2017-12-19,75.109100,75.237500,False,74.210500,74.852300,reg,5251531
TJX,2017-12-20,74.852300,75.662100,False,74.793100,75.168300,reg,3722282
TJX,2017-12-21,75.346100,75.711500,False,74.368500,74.427700,reg,3646446
TJX,2017-12-22,75.296700,75.543600,False,74.803000,75.514000,reg,2996452
TJX,2017-12-26,76.481700,76.521200,False,75.395500,75.444800,reg,2218193
TJX,2017-12-27,76.007700,76.669300,False,75.849700,76.481700,reg,2104569
TJX,2017-12-28,75.425100,76.146000,False,75.128800,76.047200,reg,2260233
