symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
UDR,2017-08-16,37.631600,38.201900,False,37.554200,38.076200,reg,1278756
UDR,2017-08-17,37.921600,38.008600,False,37.525200,37.641200,reg,1138657
UDR,2017-08-18,37.660600,37.882900,False,37.554200,37.853900,reg,837171
UDR,2017-08-21,38.027900,38.168100,False,37.660600,37.776600,reg,908420
UDR,2017-08-22,37.950600,38.240600,False,37.786200,38.027900,reg,1065109
UDR,2017-08-23,38.027900,38.192200,False,37.892600,37.998900,reg,1131251
UDR,2017-08-24,37.834600,38.230900,False,37.752400,38.143900,reg,2408857
UDR,2017-08-25,37.737900,38.027900,False,37.650900,37.921600,reg,1538207
UDR,2017-08-28,37.631600,37.805600,False,37.447900,37.747600,reg,1492900
UDR,2017-08-29,37.428600,37.834600,False,37.370600,37.689600,reg,1143404
UDR,2017-08-30,37.447900,37.515600,False,37.128900,37.351300,reg,1474653
UDR,2017-08-31,37.525200,37.665400,False,37.409300,37.525200,reg,2049552
UDR,2017-09-01,37.544600,37.747600,False,37.457600,37.583200,reg,992201
UDR,2017-09-05,37.766900,37.815200,False,37.399600,37.534900,reg,1585919
UDR,2017-09-06,37.757200,37.998900,False,37.675100,37.834600,reg,1104999
UDR,2017-09-07,38.114900,38.163200,False,37.650900,37.834600,reg,1271582
UDR,2017-09-08,38.230900,38.375900,False,38.066600,38.134200,reg,2095598
UDR,2017-09-11,38.462900,38.540200,False,38.192200,38.308200,reg,1335853
UDR,2017-09-12,37.882900,38.424200,False,37.650900,38.424200,reg,1970369
UDR,2017-09-13,37.418900,37.940900,False,37.312600,37.892600,reg,1395341
UDR,2017-09-14,37.650900,37.694400,False,37.264300,37.399600,reg,1257601
UDR,2017-09-15,37.631600,37.786200,False,37.399600,37.737900,reg,2298844
UDR,2017-09-18,37.621900,37.737900,False,37.399600,37.641200,reg,1000932
UDR,2017-09-19,37.177300,37.660600,False,37.090300,37.583200,reg,1291671
UDR,2017-09-20,37.148300,37.418900,False,37.022600,37.206300,reg,1252141
UDR,2017-09-21,36.877600,37.244900,False,36.877600,37.167600,reg,942534
UDR,2017-09-22,36.742300,37.022600,False,36.664900,36.974300,reg,705416
UDR,2017-09-25,36.848600,36.964600,False,36.703600,36.780900,reg,1241960
