symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
NOC,2017-08-16,266.269200,267.620300,False,265.371800,267.620300,reg,931252
NOC,2017-08-17,264.434900,267.077900,False,264.306600,266.318500,reg,581745
NOC,2017-08-18,263.922000,265.460500,False,263.488100,265.273100,reg,551186
NOC,2017-08-21,264.010800,264.346100,False,260.707000,264.020600,reg,517624
NOC,2017-08-22,269.060200,269.721000,False,264.872000,265.292900,reg,613174
NOC,2017-08-23,267.038500,268.838300,False,266.762300,267.975400,reg,413937
NOC,2017-08-24,265.820900,267.899700,False,265.583400,267.147400,reg,393600
NOC,2017-08-25,266.602900,267.830400,False,265.830800,267.256200,reg,616140
NOC,2017-08-28,265.187400,267.914500,False,264.475700,267.266100,reg,492880
NOC,2017-08-29,267.978900,268.770800,False,265.890200,266.979100,reg,473663
NOC,2017-08-30,268.265900,268.463900,False,267.068200,268.067900,reg,304543
NOC,2017-08-31,269.453800,270.008100,False,267.288500,268.978600,reg,689516
NOC,2017-09-01,266.108000,269.562700,False,266.108000,269.275600,reg,552892
NOC,2017-09-05,265.355700,268.176800,False,265.088400,268.176800,reg,632812
NOC,2017-09-06,262.584000,266.226800,False,262.564200,266.226800,reg,543603
NOC,2017-09-07,263.178000,263.336300,False,261.683300,262.841400,reg,504344
NOC,2017-09-08,264.742000,265.429900,False,262.316800,263.138400,reg,861508
NOC,2017-09-11,266.573200,267.088000,False,265.326000,265.880300,reg,765326
NOC,2017-09-12,266.236700,267.642300,False,265.692200,266.157500,reg,492438
NOC,2017-09-13,263.999600,266.108000,False,263.811500,265.543800,reg,516941
NOC,2017-09-14,262.999800,263.930300,False,262.009900,263.712500,reg,562936
NOC,2017-09-15,264.326200,264.494500,False,262.356400,263.059200,reg,864524
NOC,2017-09-18,273.175700,273.403400,False,262.128700,264.326200,reg,1854496
NOC,2017-09-19,275.511800,277.065900,False,272.235300,273.344000,reg,1412622
NOC,2017-09-20,277.204500,278.719000,False,275.185100,275.432600,reg,1067992
NOC,2017-09-21,277.580600,278.164700,False,275.873100,277.056000,reg,565435
NOC,2017-09-22,278.699200,280.065200,False,277.375500,278.689300,reg,641272
NOC,2017-09-25,278.521000,278.758600,False,276.056200,278.649700,reg,716566
NOC,2017-09-26,281.856900,282.045000,False,278.620000,278.748700,reg,922622
NOC,2017-09-27,283.935600,284.361300,False,281.946000,282.153900,reg,890084
NOC,2017-09-28,281.738100,283.341700,False,281.055100,282.836900,reg,671661
NOC,2017-09-29,284.806700,284.895800,False,280.896700,282.381500,reg,618558
NOC,2017-10-02,286.964700,287.014100,False,284.311800,285.578800,reg,499313
NOC,2017-10-03,288.132700,289.355200,False,286.093600,286.865700,reg,577211
NOC,2017-10-04,289.221600,289.647200,False,287.271500,288.053500,reg,572253
NOC,2017-10-05,289.716500,290.251000,False,288.013900,288.934500,reg,540645
NOC,2017-10-06,290.359900,290.409400,False,288.894900,289.973900,reg,381961
NOC,2017-10-09,290.884600,291.993200,False,289.191900,290.775700,reg,728456
NOC,2017-10-10,290.359900,291.725900,False,289.112700,291.725900,reg,638886
NOC,2017-10-11,292.201100,292.369400,False,289.973900,290.315400,reg,487447
NOC,2017-10-12,295.655800,295.853700,False,292.013000,292.131800,reg,705893
NOC,2017-10-13,293.398800,296.299200,False,293.220700,296.150700,reg,771082
NOC,2017-10-16,292.785100,294.557000,False,291.325000,293.992800,reg,525446
NOC,2017-10-17,291.339900,292.874200,False,290.765800,292.508000,reg,585088
NOC,2017-10-18,289.043400,291.686400,False,287.905000,291.686400,reg,863803
NOC,2017-10-19,289.686800,290.132300,False,285.648100,289.043400,reg,662484
NOC,2017-10-20,291.617100,291.636900,False,289.078000,290.775700,reg,606640
NOC,2017-10-23,291.072600,294.091700,False,291.023100,292.418900,reg,732991
NOC,2017-10-24,291.052800,291.567600,False,289.281000,290.231200,reg,969229
NOC,2017-10-25,301.664300,303.505500,False,296.705000,297.586000,reg,1545084
NOC,2017-10-26,294.972700,302.901600,False,292.567300,302.901600,reg,1057886
NOC,2017-10-27,294.646100,295.997300,False,293.784900,294.982600,reg,643117
NOC,2017-10-30,293.369100,295.269700,False,292.211000,293.864100,reg,469498
NOC,2017-10-31,292.537600,294.398600,False,292.399100,293.982900,reg,462665
NOC,2017-11-01,291.191400,293.487600,False,291.003300,292.676200,reg,580848
NOC,2017-11-02,298.308600,298.437300,False,290.904400,290.904400,reg,711808
NOC,2017-11-03,298.605600,300.288400,False,296.121000,298.130400,reg,517718
NOC,2017-11-06,298.803600,300.417000,False,297.234600,297.813700,reg,366702
NOC,2017-11-07,300.238900,301.580200,False,298.932200,298.932200,reg,510753
NOC,2017-11-08,300.229000,301.169400,False,299.437100,300.229000,reg,524651
NOC,2017-11-09,296.111100,300.506100,False,295.071700,299.803300,reg,529808
NOC,2017-11-10,295.111300,296.625800,False,294.547100,295.477600,reg,391852
NOC,2017-11-13,295.457800,295.932900,False,291.458700,294.715400,reg,656120
NOC,2017-11-14,297.417700,297.489000,False,293.151400,294.161000,reg,521552
NOC,2017-11-15,296.903000,299.278700,False,296.606000,297.724600,reg,804909
NOC,2017-11-16,297.506800,298.194800,False,296.497100,297.338500,reg,440594
NOC,2017-11-17,293.844300,297.056100,False,293.666100,296.536700,reg,458031
NOC,2017-11-20,297.892900,298.199700,False,293.755200,293.953200,reg,703470
NOC,2017-11-21,301.228700,301.842500,False,298.041300,299.080700,reg,707029
NOC,2017-11-22,298.961900,300.540800,False,297.259300,300.169600,reg,463771
NOC,2017-11-24,299.654800,300.822900,False,299.130200,299.753800,reg,273018
NOC,2017-11-27,300.555600,301.169400,False,299.021300,299.823100,reg,511628
NOC,2017-11-28,304.782400,306.108800,False,301.728600,302.129500,reg,910982
NOC,2017-11-29,303.584600,305.208000,False,302.951100,305.020000,reg,786042
NOC,2017-11-30,304.287500,306.623600,False,301.694000,303.891500,reg,3033209
NOC,2017-12-01,297.564100,305.687700,False,294.952300,304.883300,reg,1097252
NOC,2017-12-04,298.487700,301.010200,False,298.428100,299.649700,reg,1181028
NOC,2017-12-05,295.697100,299.758900,False,295.463700,299.451000,reg,584846
NOC,2017-12-06,298.130200,299.212700,False,295.766600,295.905600,reg,629646
